GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
1093,12000835000000037,청도군,HE0000148483,청도 운문사 대웅보전,청도 운문사 대웅보전(보물 제835호),12,0008350000000,ADDR470000,ADD1478200,446.75,,,,,446.572749,,,,128.95972546358968,35.66134340338353
1094,12000318000000037,청도군,HE0000145468,청도 운문사 석조사천왕상,청도 운문사 석조사천왕상(보물 제318호),12,0003180000000,ADDR470000,ADD1478200,0.31,,,,,0.31409,,,,128.96014633498075,35.661134665892995
1176,18000028000000011,종로구,HE0000147105,인왕산 국사당,인왕산 국사당(국가민속문화유산 제28호),18,0000280000000,ADDR110000,ADD1111100,110.22,,,,,110.184936,,,,126.95950706519567,37.578868289103276
1177,12001462000000011,은평구,HE0000144860,서울 인조별서 유기비,서울 인조별서 유기비(보물 제1462호),12,0014620000000,ADDR110000,ADD1113800,4.26,,,,,4.240459,,,,126.91661575769865,37.60872910270362
1178,13000211000000023,서구,HE0000147844,인천 경서동 녹청자 요지,인천 경서동 녹청자 요지(사적 제211호),13,0002110000000,ADDR280000,ADD1282600,6079.19,,,,,6075.781227,,,,126.66150324372524,37.56070404046274
1179,13000287000000023,중구,HE0000148691,인천 답동성당,인천 답동성당(사적 제287호),13,0002870000000,ADDR280000,ADD1281100,939.24,,,,,937.96898,,,,126.62989163687713,37.471081254292706
1180,16000387000000035,임실군,HE0000148464,임실 덕천리 가침박달 군락,임실 덕천리 가침박달 군락(천연기념물 제387호),16,0003870000000,ADDR520000,ADD1527500,7157.75,,,,,7152.209081,,,,127.27771382450057,35.67121545470589
1182,12000267000000035,임실군,HE0000148201,임실 진구사지 석등,임실 진구사지 석등(보물 제267호),12,0002670000000,ADDR520000,ADD1527500,8.42,,,,,8.41449,,,,127.21044616017318,35.63418027909331
911,15000069000000034,태안군,HE0000151714,안면도 꽃지 할미 할아비 바위,안면도 꽃지 할미 할아비 바위(명승 제69호),15,0000690000000,ADDR440000,ADD1448250,10408.47,,,,,10401.878483,,,,126.33107908503172,36.50153890403603
915,12001434000000035,완주군,HE0000142872,완주 안심사 금강계단,완주 안심사 금강계단(보물 제1434호),12,0014340000000,ADDR520000,ADD1527100,92.69,,,,,92.801896,,,,127.30353534449361,36.10890650153101
1102368,13000393000000034,충청남도,,논산 노성산성,논산 노성산성(사적제393호),13,0003930000000,ADDR440000,ADD1442300,90496.0,,,,,,,,,127.1239323496604,36.29502166064419
1102371,16000564000000034,충청남도,,부여 가림성 느티나무,부여 가림성 느티나무(천연기념물제564호),16,0005640000000,ADDR440000,ADD1447600,1920.0,,,,,,,,,126.90020842552548,36.19617682469076
1102395,15000129000000032,,HE0000153738,백운산 칠족령,백운산 칠족령(명승 제129호),15,0001290000000,ADDR510000,ADD1517600,,,,,,,,,,128.58195266880935,37.2701029548852
1730,15000043000000050,,,제주 서귀포 정방폭포,제주 서귀포 정방폭포(명승 제43호),15,0000430000000,ADDR500000,ADD1501300,301972.0,,,,,,,,,126.5750751462446,33.24456388318718
1731,13000526000000031,,,양주 대모산성,양주 대모산성(사적 제526호),13,0005260000000,ADDR410000,ADD1416300,57742.0,,,,,,,,,127.0106576639652,37.78679985736548
1742,13000121000000011,,,사직단,사직단(사적 제121호),13,0001210000000,ADDR110000,ADD1111100,43587.0,,,,,,,,,126.9677782537172,37.575708061209724
1743,15000087000000038,,,밀양 월연대 일원,밀양 월연대 일원(명승 제87호),15,0000870000000,ADDR480000,ADD1482700,72796.0,,,,,,,,,128.78052619820096,35.49887276646825
1713,15000103000000032,,,설악산 공룡능선,설악산 공룡능선(명승 제103호),15,0001030000000,ADDR510000,ADD1510001,1313080.0,,,,,,,,,128.44918262809196,38.148190465626286
1714,15000105000000037,,,청송 주산지 일원,청송 주산지 일원(명승 제105호),15,0001050000000,ADDR470000,ADD1477500,2417996.0,,,,,,,,,129.19702603648312,36.36182825102553
1715,15000106000000032,,,강릉 용연계곡 일원,강릉 용연계곡 일원(명승 제106호),15,0001060000000,ADDR510000,ADD1511500,9258692.0,,,,,,,,,128.74814576963982,37.769333014288485
1701,15000096000000032,,,설악산 토왕성폭포,설악산 토왕성폭포(명승 제96호),15,0000960000000,ADDR510000,ADD1512100,338740.0,,,,,,,,,128.49641234474174,38.15819646770297
1769,15000107000000024,광주광역시,,광주 환벽당 일원,광주 환벽당 일원(명승 제107호),15,0001070000000,ADDR290000,ADD1291700,26832.0,,,,,,,,,127.00312888656948,35.18577551588159
1770,15000109000000031,경기도,,남양주 운길산 수종사 일원,남양주 운길산 수종사 일원(명승 제109호),15,0001090000000,ADDR410000,ADD1413600,502980.67,,,,,,,,,127.29728073520175,37.572209875583134
1660,16000537000000031,포천시,HE0000148348,포천 한탄강 현무암 협곡과 비둘기낭폭포,포천 한탄강 현무암 협곡과 비둘기낭폭포(천연기념물 제537호),16,0005370000000,ADDR410000,ADD1416500,30538.48,,,,,30538.482993,,,,127.21749937901212,38.078827147083814
1661,16000539000000024,북구,HE0000148349,광주 충효동 왕버들 군,광주 충효동 왕버들 군(천연기념물 제539호),16,0005390000000,ADDR290000,ADD1291700,2467.14,,,,,2467.142203,,,,127.0009814854975,35.18471601320036
1687,13000524000000032,삼척시,HE0000148345,삼척 준경묘·영경묘,삼척 준경묘·영경묘(사적 제524호),13,0005240000000,ADDR510000,ADD1512300,64047.46,,,,,64047.461711,,,,129.06782905573627,37.37477862768651
1688,16000524000000038,창녕군,HE0000148346,창녕 우포늪 천연보호구역,창녕 우포늪 천연보호구역(천연기념물 제524호),16,0005240000000,ADDR480000,ADD1487400,3402468.62,,,,,3402468.615374,,,,128.41628297016032,35.557527307380774
1689,12001769000000011,종로구,HE0000148347,창덕궁 주합루,창덕궁 주합루(보물 제1769호),12,0017690000000,ADDR110000,ADD1111100,280.73,,,,,280.733492,,,,126.99268153853681,37.58207850016546
1744,18000197000000034,,,서천 이하복 고택,서천 이하복 고택(국가민속문화유산 제197호),18,0001970000000,ADDR440000,ADD1447700,3603.0,,,,,,,,,126.75920543248047,36.0810006313279
1747,16000547000000037,,,포항 뇌성산 뇌록산지,포항 뇌성산 뇌록산지(천연기념물 제547호),16,0005470000000,ADDR470000,ADD1471100,2841.0,,,,,,,,,129.51028259186523,35.933079478400806
1759,13000003000000031,,,수원 화성,수원 화성(사적 제3호),13,0000030000000,ADDR410000,ADD1411100,384665.0,,,,,,,,,127.01764942257522,37.283390355724976
1760,16000468000000037,경상북도,,포항 북송리 북천수,포항 북송리 북천수(천연기념물 제468호),16,0004680000000,ADDR470000,ADD1471100,191229.0,,,,,,,,,129.32272774549932,36.11683826142072
1794,15000110000000033,충청북도,,괴산 화양구곡,괴산 화양구곡(명승 제110호),15,0001100000000,ADDR430000,ADD1437600,30282.0,,,,,,,,,127.81415946285735,36.66855840255501
1802,13000529000000034,충청남도,,당진 솔뫼마을 김대건신부 유적,당진 솔뫼마을 김대건신부 유적(사적 제529호),13,0005290000000,ADDR440000,ADD1448300,13121.0,,,,,,,,,126.78557268919681,36.82013102653478
1807,12001825000000037,경상북도,,의성 만취당,의성 만취당(보물 제1825호),12,0018250000000,ADDR470000,ADD1477300,3547.0,,,,,,,,,128.76208162625878,36.42422066319822
1934,12001935000000037,경상북도,,경주 남산 용장계 지곡 제3사지 삼층석탑,경주 남산 용장계 지곡 제3사지 삼층석탑(보물 제1935호),12,0019350000000,ADDR470000,ADD1471300,5.88,,,,,,,,,129.23279885543846,35.77059303449668
1836,13000426000000032,강원도,,고성 문암리 유적,고성 문암리 유적(사적 제426호),13,0004260000000,ADDR510000,ADD1518200,66722.0,,,,,,,,,128.5443150773239,38.304942682557034
1863,13000437000000031,경기도,,파주 칠중성,파주 칠중성(사적 제437호),13,0004370000000,ADDR410000,ADD1414800,55223.0,,,,,,,,,126.91981679145643,37.96433398814947
1941,13000127000000036,전라남도,,진도 남도진성,진도 남도진성(사적제127호),13,0001270000000,ADDR460000,ADD1469000,41368.0,,,,,,,,,126.16383590223577,34.363659056213876
1837,16000517000000050,제주특별자치도,,제주 물장오리 오름,제주 물장오리 오름(천연기념물 제517호),16,0005170000000,ADDR500000,ADD1501100,53813.0,,,,,,,,,126.606496906549,33.408135115867566
1839,13000483000000036,전라남도,,나주목 관아와 향교,나주목 관아와 향교(사적 제483호),13,0004830000000,ADDR460000,ADD1461700,73799.0,,,,,,,,,126.71436194028338,35.03290391504526
1864,13000195000000031,경기도,,여주 영릉과 영릉,여주 영릉과 영릉(사적 제195호),13,0001950000000,ADDR410000,ADD1417300,2133134.0,,,,,,,,,127.60977671129203,37.31126830497088
1928,13000122000000011,서울특별시,,창덕궁,창덕궁(사적 제122호),13,0001220000000,ADDR110000,ADD1111100,542574.4,,,,,,,,,126.99071842089128,37.583460770166496
1967,13000541000000035,전라북도,,부안 죽막동 유적,부안 죽막동 유적(사적제541호),13,0005410000000,ADDR520000,ADD1528000,21284.0,,,,,,,,,126.46010110684263,35.63547832866969
1878,16000236000000050,제주특별자치도,,"제주 한림 용암동굴지대(소천굴, 황금굴, 협재굴)","제주 한림 용암동굴지대(소천굴, 황금굴, 협재굴)(천연기념물 제236호)",16,0002360000000,ADDR500000,ADD1501100,651740.0,,,,,,,,,126.2452239550162,33.37204080617364
1822,12001336000000032,시도선택,,고성 건봉사 능파교,고성 건봉사 능파교(보물 제1336호),12,0013360000000,ADDR510000,ADD1518200,36229.0,,,,,,,,,128.37837102928745,38.402587964735766
1924,13000537000000031,경기도,,파주 덕진산성,파주 덕진산성(사적 제537호),13,0005370000000,ADDR410000,ADD1414800,171775.0,,,,,,,,,126.77289663786681,37.915537690557464
1821,12001868000000037,시도선택,,포항 보경사 적광전,포항 보경사 적광전(보물 제1868호),12,0018680000000,ADDR470000,ADD1471100,61.56,,,,,,,,,129.3177950482051,36.25223557041461
1827,13000257000000011,서울특별시,,서울 운현궁,서울 운현궁(사적 제257호),13,0002570000000,ADDR110000,ADD1111100,16646.0,,,,,,,,,126.98751757474045,37.57603955738246
1828,13000371000000023,인천광역시,,강화 곤릉,강화 곤릉(사적 제371호),13,0003710000000,ADDR280000,ADD1287100,1572.0,,,,,,,,,126.46336344941592,37.66904617354947
1848,15000090000000050,제주특별자치도,,한라산 백록담,한라산 백록담(명승 제90호),15,0000900000000,ADDR500000,ADD1501300,210230.0,,,,,,,,,126.53218651863614,33.36111710515905
1849,15000091000000050,제주특별자치도,,한라산 선작지왓,한라산 선작지왓(명승 제91호),15,0000910000000,ADDR500000,ADD1501300,632485.0,,,,,,,,,126.51922302466467,33.35952014058651
1850,15000092000000050,제주특별자치도,,제주 방선문,제주 방선문(명승 제92호),15,0000920000000,ADDR500000,ADD1501100,15353.0,,,,,,,,,126.51798808942608,33.45197328534005
1851,15000104000000032,강원도,,설악산 내설악 만경대,설악산 내설악 만경대(명승 제104호),15,0001040000000,ADDR510000,ADD1518100,134640.0,,,,,,,,,128.42638143849896,38.14770681065471
1846,12001710000000031,경기도,,수원 서북공심돈,수원 서북공심돈(보물 제1710호),12,0017100000000,ADDR410000,ADD1411100,,,,,,,,,,127.00956803558466,37.28582718598837
1847,13000513000000036,전라남도,,나주 반남 고분군,나주 반남 고분군(사적 제513호),13,0005130000000,ADDR460000,ADD1461700,121397.0,,,,,,,,,126.65603461476506,34.91159171668414
1871,13000533000000037,경상북도,,경주 인왕동 사지,경주 인왕동 사지(사적 제533호),13,0005330000000,ADDR470000,ADD1471300,35282.0,,,,,,,,,129.2226433275989,35.82874803582082
1877,16000529000000032,강원도,,양양 오색리 오색약수,양양 오색리 오색약수(천연기념물 제529호),16,0005290000000,ADDR510000,ADD1518300,400.0,,,,,,,,,128.4460452600133,38.0782142299335
1884,13000154000000037,경상북도,,경주 옥산서원,경주 옥산서원(사적 제154호),13,0001540000000,ADDR470000,ADD1471300,95681.0,,,,,,,,,129.16280676560208,36.011406975660066
1885,13000260000000037,경상북도,,안동 병산서원,안동 병산서원(사적 제260호),13,0002600000000,ADDR470000,ADD1471700,27251.0,,,,,,,,,128.5526298686514,36.54060911785881
1867,12001723000000032,강원도,,양양 낙산사 해수관음공중사리탑·비 및 사리장엄구 일괄,양양 낙산사 해수관음공중사리탑·비 및 사리장엄구 일괄(보물 제1723호),12,0017230000000,ADDR510000,ADD1518300,241.0,,,,,,,,,128.62925708477147,38.12587546936591
1892,13000261000000038,,,김해 예안리 고분군,김해 예안리 고분군(사적 제261호),13,0002610000000,ADDR480000,ADD1482500,14411.0,,,,,,,,,128.9651497896223,35.23858768312109
1903,18000289000000025,대전광역시,,대전 동춘당 종택,대전 동춘당 종택(국가민속문화유산 제289호),18,0002890000000,ADDR300000,ADD1302300,7676.0,,,,,,,,,127.4413940104695,36.36511804392838
1931,13000343000000011,서울특별시,,서울 호암산성,서울 호암산성(사적 제343호),13,0003430000000,ADDR110000,ADD1115450,133790.0,,,,,,,,,126.92159422694239,37.444657252566365
1938,13000132000000023,인천광역시,,강화산성,강화산성(사적제132호),13,0001320000000,ADDR280000,ADD1287100,791738.0,,,,,,,,,126.48107196233087,37.747658385001415
1945,12001826000000038,경상남도,,양산 통도사 영산전,양산 통도사 영산전(보물제1826호),12,0018260000000,ADDR480000,ADD1483300,35841.1,,,,,,,,,129.0649389559917,35.488024748681774
1946,12001827000000038,경상남도,,양산 통도사 대광명전,양산 통도사 대광명전(보물제1827호),12,0018270000000,ADDR480000,ADD1483300,35841.1,,,,,,,,,129.06423971391533,35.48828252471935
1950,13000536000000031,경기도,,안성 도기동 산성,안성 도기동 산성(사적제536호),13,0005360000000,ADDR410000,ADD1415500,169475.0,,,,,,,,,127.25861294955044,36.999801956261614
1958,12001942000000031,경기도,,화성 용주사 대웅보전,화성 용주사 대웅보전(보물제1942호),12,0019420000000,ADDR410000,ADD1415900,25664.0,,,,,,,,,127.00496138928999,37.21244450051175
1966,18000291000000037,,,안동 진성이씨 종택,안동 진성이씨 종택(국가민속문화유산 제291호),18,0002910000000,ADDR470000,ADD1471700,2329.73,,,,,,,,,128.7414630002281,36.639684493996036
1879,18000138000000045,세종특별자치시,,세종 홍판서댁,세종 홍판서댁(국가민속문화유산 제138호),18,0001380000000,ADDR360000,ADD1361100,3261.0,,,,,,,,,127.36510140663339,36.53421426947784
1922,16000552000000050,제주특별자치도,,"거문오름 용암동굴계 상류동굴군(웃산전굴, 북오름굴, 대림굴)","거문오름 용암동굴계 상류동굴군(웃산전굴, 북오름굴, 대림굴)(천연기념물 제552호)",16,0005520000000,ADDR500000,ADD1501100,446189.0,,,,,,,,,126.74175375148812,33.48553613413982
1949,18000282000030037,경상북도,,사남고택,사남고택(국가민속문화유산 제282-3호),18,0002820000300,ADDR470000,ADD1477500,846.0,,,,,,,,,129.02163878087617,36.45828758085453
1858,13000532000000037,경상북도,,상주 옥동서원,상주 옥동서원(사적 제532호),13,0005320000000,ADDR470000,ADD1472500,4545.0,,,,,,,,,127.94152897846973,36.28997899420638
1874,12001896000000021,부산광역시,,부산 운수사 대웅전,부산 운수사 대웅전(보물 제1896호),12,0018960000000,ADDR260000,ADD1265300,4151.0,,,,,,,,,129.01268337193014,35.183563499547446
1824,12001850000000022,대구광역시,,대구 파계사 원통전,대구 파계사 원통전(보물 제1850호),12,0018500000000,ADDR270000,ADD1271400,157.2,,,,,,,,,128.64043188910514,36.00159542265207
1861,12001881000000011,서울특별시,,서울 창의문,서울 창의문(보물 제1881호),12,0018810000000,ADDR110000,ADD1111100,247.22,,,,,,,,,126.9665208399207,37.592590299134585
1970,13000067000000038,경상남도,,함안 성산산성,함안 성산산성(사적제67호),13,0000670000000,ADDR480000,ADD1487300,227821.0,,,,,,,,,128.41503548031937,35.257722388850546
1972,12001945000000037,경상북도,,구미 대둔사 대웅전,구미 대둔사 대웅전(보물제1945호),12,0019450000000,ADDR470000,ADD1471900,65.97,,,,,,,,,128.24189376213138,36.336025820370025
1974,12000071000000038,,HE0000146442,함안 대산리 석조삼존상,함안 대산리 석조삼존상(보물 제71호),12,0000710000000,ADDR480000,ADD1487300,2.42,,,,,,,,,128.42865036729714,35.25521479913238
1815,16000549000000032,강원도,,정선 용소동굴,정선 용소동굴(천연기념물 제549호),16,0005490000000,ADDR510000,ADD1517700,,,,,,,,,,128.8983600140706,37.24299433162241
1817,12001867000000037,시도선택,,경주 남산 창림사지 삼층석탑,경주 남산 창림사지 삼층석탑(보물 제1867호),12,0018670000000,ADDR470000,ADD1471300,20.49,,,,,,,,,129.21601938979606,35.81028065682475
1948,18000282000020037,경상북도,,서벽고택,서벽고택(국가민속문화유산 제282-2호),18,0002820000200,ADDR470000,ADD1477500,512.0,,,,,,,,,129.0221085765278,36.45843055505423
1887,13000166000000035,전라북도,,정읍 무성서원,정읍 무성서원(사적 제166호),13,0001660000000,ADDR520000,ADD1521800,8015.0,,,,,,,,,126.98371226042609,35.60187204507397
1889,13000383000000034,충청남도,,논산 돈암서원,논산 돈암서원(사적 제383호),13,0003830000000,ADDR440000,ADD1442300,64699.0,,,,,,,,,127.18049734657708,36.20912775816835
1944,11000233000010038,산청군,HE0000147266,산청 석남암사지 석조비로자나불좌상,산청 석남암사지 석조비로자나불좌상(국보 제233-1호),11,0002330000100,ADDR480000,ADD1488600,941.03,,,,,940.64486,,,,127.81002691586832,35.30029430126494
1965,18000292000000037,,,봉화 선성김씨 빈동재사,봉화 선성김씨 빈동재사(국가민속문화유산 제292호),18,0002920000000,ADDR470000,ADD1479200,565.0,,,,,,,,,128.65217386005892,36.879015011610356
1842,18000284000000037,경상북도,,안동 허백당 종택,안동 허백당 종택(국가민속문화유산 제284호),18,0002840000000,ADDR470000,ADD1471700,3160.0,,,,,,,,,128.52236928456526,36.59816446800255
1843,18000285000000037,경상북도,,예천 함양박씨 희이재사,예천 함양박씨 희이재사(국가민속문화유산 제285호),18,0002850000000,ADDR470000,ADD1479000,1445.0,,,,,,,,,128.3908429693461,36.7138997153685
1102208,11000332000000032,,HE0000145548,정선 정암사 수마노탑,정선 정암사 수마노탑(국보 제332호),11,0003320000000,ADDR510000,ADD1517700,8.81,,,,,,,,,128.8931587229031,37.182288654411096
1102353,16000062000000033,충청북도,,단양 영천리 측백나무 숲,단양 영천리 측백나무 숲(천연기념물제62호),16,0000620000000,ADDR430000,ADD1438000,,,,,,,,,,128.30249949942905,37.0631560918639
1102361,12002132000000022,대구광역시,,대구 동화사 극락전,대구 동화사 극락전(보물제2132호),12,0021320000000,ADDR270000,ADD1271400,180.7,,,,,,,,,128.70468009648204,35.9927297008737
2020,13000545000000035,전라북도,,구 군산세관 본관,구 군산세관 본관(사적제545호),13,0005450000000,ADDR520000,ADD1521300,7807.0,,,,,,,,,126.71127292882298,35.99107905934152
1978,12001524000000011,,HE0000153718,서울 이윤탁 한글영비,서울 이윤탁 한글영비(보물 제1524호),12,0015240000000,ADDR110000,ADD1113500,257.0,,,,,,,,,127.07679071406955,37.64542744134344
2023,18000296000000037,경상북도,,상주 우복 종택,상주 우복 종택(국가민속문화유산 제296호),18,0002960000000,ADDR470000,ADD1472500,19048.0,,,,,,,,,128.06168026397773,36.47586614311649
2013,12000110000000024,광주광역시,,광주 지산동 오층석탑,광주 지산동 오층석탑(보물제110호),12,0001100000000,ADDR290000,ADD1291100,594.0,,,,,,,,,126.93308356209708,35.14890886690506
2022,18000295000000037,경상북도,,안동 진성이씨 온혜파 종택,안동 진성이씨 온혜파 종택(국가민속문화유산 제295호),18,0002950000000,ADDR470000,ADD1471700,3715.5,,,,,,,,,128.8283430916381,36.74984675449677
2040,12002013000000031,경기도,,남양주 수종사 사리탑,남양주 수종사 사리탑(보물제2013호),12,0020130000000,ADDR410000,ADD1413600,,,,,,,,,,127.3024714219264,37.57115734838986
1997,13000249000000034,충청남도,,부여 송국리 유적,부여 송국리 유적(사적제249호),13,0002490000000,ADDR440000,ADD1447600,527414.0,,,,,,,,,127.03229701531896,36.26661840011418
2034,15000063000000034,충청남도,,부여 구드래 일원,부여 구드래 일원(명승제63호),15,0000630000000,ADDR440000,ADD1447600,215906267.0,,,,,,,,,126.9005267574168,36.2835285755958
1994,13000446000000032,강원도,,영월 정양산성,영월 정양산성(사적제446호),13,0004460000000,ADDR510000,ADD1517500,173814.0,,,,,,,,,128.5048677357495,37.15604623175945
2038,18000294000000037,경상북도,,영양 한양조씨 사월종택,영양 한양조씨 사월종택(국가민속문화유산 제294호),18,0002940000000,ADDR470000,ADD1477600,3514.0,,,,,,,,,129.14035684091263,36.66611320076293
2029,13000087000000035,전라북도,,익산 쌍릉,익산 쌍릉(사적제87호),13,0000870000000,ADDR520000,ADD1521400,246827.0,,,,,,,,,127.03193503191646,35.97974428148248
2031,13000425000000034,충청남도,,부여 화지산 유적,부여 화지산 유적(사적제425호),13,0004250000000,ADDR440000,ADD1447600,171879.0,,,,,,,,,126.91677532258727,36.271179896193786
2037,18000147000000033,충청북도,,괴산 송병일 고택,괴산 송병일 고택(국가민속문화유산 제147호),18,0001470000000,ADDR430000,ADD1437600,5815.0,,,,,,,,,127.73812888252624,36.66181094360732
1102280,13000202000000031,김포시,HE0000147835,김포 장릉,김포 장릉(사적 제202호),13,0002020000000,ADDR410000,ADD1415700,516651.2,,,,,,,,,126.71251106094468,37.61045815044262
1102384,12002120000000034,충청남도,,공주 갑사 대웅전,공주 갑사 대웅전(보물제2120호),12,0021200000000,ADDR440000,ADD1441500,293.9,,,,,,,,,127.18764538111465,36.36539237688687
1102396,13000562000000032,,HE0000153739,삼척도호부 관아지,삼척도호부 관아지(사적 제562호),13,0005620000000,ADDR510000,ADD1512300,,,,,,,,,,129.16131877649894,37.441051470982366
1102236,15000094000000031,,HE0000153704,포천 한탄강 멍우리 협곡,포천 한탄강 멍우리 협곡(명승 제94호),15,0000940000000,ADDR410000,ADD1416500,744559.0,,,,,,,,,127.2438946853678,38.098752075684146
1102198,18000032000020050,,,제주 당거리동네 말방아,제주 당거리동네 말방아(국가민속문화유산 제32-2호),18,0000320000002,ADDR500000,ADD1501100,69.0,,,,,,,,,126.36651667972455,33.47505693555018
1102243,13000366000000031,남양주시,HE0000148738,남양주 안빈묘,남양주 안빈묘(사적 제366호),13,0003660000000,ADDR410000,ADD1413600,1761.13,,,,,,,,,127.20707044016767,37.65114725017798
1102244,13000365000000031,남양주시,HE0000148281,남양주 성묘,남양주 성묘(사적 제365호),13,0003650000000,ADDR410000,ADD1413600,1917.63,,,,,,,,,127.21226825919437,37.65898427579981
1102245,16000153000000036,장성군,HE0000146938,장성 백양사 비자나무 숲,장성 백양사 비자나무 숲(천연기념물 제153호),16,0001530000000,ADDR460000,ADD1468800,710688.56,,,,,,,,,126.8806741867201,35.438335010438074
2009,13000140000000031,경기도,,오산 독산성과 세마대지,오산 독산성과 세마대지(사적제140호),13,0001400000000,ADDR410000,ADD1413700,75254.0,,,,,,,,,127.0192884232988,37.18281207243121
2059,13000413000000031,경기도,,시흥 방산동 청자와 백자 요지,시흥 방산동 청자와 백자 요지(사적제413호),13,0004130000000,ADDR410000,ADD1413900,4569.0,,,,,,,,,126.77409570803258,37.41459986212901
2051,12002021000000034,충청남도,,보령 성주사지 동 삼층석탑,보령 성주사지 동 삼층석탑(보물제2021호),12,0020210000000,ADDR440000,ADD1441800,4.1,,,,,,,,,126.65613284059319,36.34469883873076
1102160,12000068000000037,경상북도,,경주 황남동 효자 손시양 정려비,경주 황남동 효자 손시양 정려비(보물제68호),12,0000680000000,ADDR470000,ADD1471300,629.0,,,,,,,,,129.21098285808847,35.83626920221852
1102168,12002048000000037,경상북도,,봉화 한수정,봉화 한수정(보물제2048호),12,0020480000000,ADDR470000,ADD1479200,1868.0,,,,,,,,,128.9165157278742,36.93873949682253
1102162,18000262000000037,경상북도,,영주 괴헌고택,영주 괴헌고택(국가민속문화유산제262호),18,0002620000000,ADDR470000,ADD1472100,2030.0,,,,,,,,,128.68102941732695,36.73374588118163
1102167,12002051000000037,경상북도,,안동 체화정,안동 체화정(보물제2051호),12,0020510000000,ADDR470000,ADD1471700,5850.9,,,,,,,,,128.57823966517216,36.579042182505155
1102183,16000559000000037,경상북도,,상주 두곡리 뽕나무,상주 두곡리 뽕나무(천연기념물제559호),16,0005590000000,ADDR470000,ADD1472500,2585.0,,,,,,,,,128.07486206029841,36.569288113340086
1102190,18000122000000037,,,안동 하회마을,안동 하회마을(국가민속문화유산 제122호),18,0001220000000,ADDR470000,ADD1471700,,,,,,,,,,128.5277451968731,36.54384077444012
1102246,16000170000000036,신안군,HE0000147770,홍도 천연보호구역,홍도 천연보호구역(천연기념물 제170호),16,0001700000000,ADDR460000,ADD1469100,6585527.5,,,,,,,,,125.18679449100505,34.685935389196516
1981,15000009000000036,전라남도,,진도의바닷길,진도의바닷길(명승제9호),15,0000090000000,ADDR460000,ADD1469000,3854692.0,,,,,,,,,126.35509170634731,34.417708705106335
2032,15000114000000036,전라남도,,무등산 규봉 주상절리와 지공너덜,무등산 규봉 주상절리와 지공너덜(명승제114호),15,0001140000000,ADDR460000,ADD1467900,350000.0,,,,,,,,,127.01212208998172,35.119511613701434
2044,12001941000000033,충청북도,,청주 비중리 석조여래삼존상 및 석조여래입상,청주 비중리 석조여래삼존상 및 석조여래입상(보물제1941호),12,0019410000000,ADDR430000,ADD1431100,2626.0,,,,,,,,,127.57895043649884,36.716686561114656
1102330,12002119000000045,세종특별자치시,,세종 비암사 극락보전,세종 비암사 극락보전(보물제2119호),12,0021190000000,ADDR360000,ADD1361100,2388.4,,,,,,,,,127.19210255850776,36.61121504945275
1102369,16000563000000035,정읍시,HE0000153727,정읍 내장산 단풍나무,정읍 내장산 단풍나무(천연기념물 제563호),16,0005630000000,ADDR520000,ADD1521800,803.0,,,,,,,,,126.89959501145094,35.487838353238644
1102419,13000451000000031,,HE0000145362,화성 마하리 고분군,화성 마하리 고분군(사적 제451호),13,0004510000000,ADDR410000,ADD1415900,75533.52,,,,,,,,,126.94522027397191,37.180240904732216
1102432,13000120000000038,,HE0000147556,고성 내산리 고분군,고성 내산리 고분군(사적 제120호),13,0001200000000,ADDR480000,ADD1488200,180347.23,,,,,,,,,128.45397333083514,35.04746352301398
1102431,11000323000000034,,HE0000153754,논산 관촉사 석조미륵보살입상,논산 관촉사 석조미륵보살입상(국보 제323호),11,0003230000000,ADDR440000,ADD1442300,39.6,,,,,,,,,127.11273648170041,36.18825501860686
1102434,18000293000000037,,,봉화 서설당 고택,봉화 서설당 고택(국가민속문화유산 제293호),18,0002930000000,ADDR470000,ADD1479200,3345.0,,,,,,,,,128.75436079015157,36.90829957226781
1102449,12000510000000037,,HE0000145603,칠곡 기성리 삼층석탑,칠곡 기성리 삼층석탑(보물 제510호),12,0005100000000,ADDR470000,ADD1478500,2415.05,,,,,,,,,128.59448963425913,36.00140182292009
1984,16000490000000050,,HE0000143420,제주 선흘리 벵뒤굴,제주 선흘리 벵뒤굴(천연기념물 제490호),16,0004900000000,ADDR500000,ADD1501100,231593.27,,,,,,,,,126.71852678988024,33.473482058946345
1102455,13000155000000034,,,아산 이충무공 유허,아산 이충무공 유허(사적 제155호),13,0001550000000,ADDR440000,ADD1442000,587048.0,,,,,,,,,127.03279052310853,36.80857695602115
1102464,12002186000000032,,HE0000153773,영월 창절사,영월 창절사(보물 제2186호),12,0021860000000,ADDR510000,ADD1517500,,,,,,,,,,128.4655504286652,37.18799226978939
1102465,12002187000000033,,HE0000153774,영동 세천재,영동 세천재(보물 제2187호),12,0021870000000,ADDR430000,ADD1437400,,,,,,,,,,127.94236480440998,36.17923424256835
