GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
847,13000030000000037,경주시,HE0000147410,경주 흥덕왕릉,경주 흥덕왕릉(사적 제30호),13,0000300000000,ADDR470000,ADD1471300,66287.61,,,,,66205.615458,,,,129.20817977765756,36.01816728507017
848,12000225000000031,여주군,HE0000149080,여주 신륵사 다층석탑,여주 신륵사 다층석탑(보물 제225호),12,0002250000000,ADDR410000,ADD1417300,1.75,,,,,1.719164,,,,127.66168620305974,37.29753925148304
849,12000226000000031,여주군,HE0000149081,여주 신륵사 다층전탑,여주 신륵사 다층전탑(보물 제226호),12,0002260000000,ADDR410000,ADD1417300,17.08,,,,,17.080407,,,,127.66222644469802,37.29712337710286
850,12000230000000031,여주군,HE0000149085,여주 신륵사 대장각기비,여주 신륵사 대장각기비(보물 제230호),12,0002300000000,ADDR410000,ADD1417300,0.83,,,,,0.842995,,,,127.6622198939931,37.29737589302661
851,12000228000000031,여주군,HE0000149083,여주 신륵사 보제존자석종,여주 신륵사 보제존자석종(보물 제228호),12,0002280000000,ADDR410000,ADD1417300,4.5,,,,,4.476704,,,,127.66165960166391,37.29837503393816
852,12000229000000031,여주군,HE0000149084,여주 신륵사 보제존자석종비,여주 신륵사 보제존자석종비(보물 제229호),12,0002290000000,ADDR410000,ADD1417300,1.7,,,,,1.660866,,,,127.66174119306439,37.29834670371656
853,12000231000000031,여주군,HE0000149086,여주 신륵사 보제존자석종 앞 석등,여주 신륵사 보제존자석종 앞 석등(보물 제231호),12,0002310000000,ADDR410000,ADD1417300,0.89,,,,,0.894219,,,,127.66162484405658,37.29834790955514
854,12000180000000031,여주군,HE0000147888,여주 신륵사 조사당,여주 신륵사 조사당(보물 제180호),12,0001800000000,ADDR410000,ADD1417300,79.19,,,,,79.133004,,,,127.66137927129547,37.29792012099326
855,12000087000000032,강릉시,HE0000146440,강릉 신복사지 삼층석탑,강릉 신복사지 삼층석탑(보물 제87호),12,0000870000000,ADDR510000,ADD1511500,6.0,,,,,5.99714,,,,128.88559218964207,37.74278864885653
856,12000084000000032,강릉시,HE0000146174,강릉 신복사지 석조보살좌상,강릉 신복사지 석조보살좌상(보물 제84호),12,0000840000000,ADDR510000,ADD1511500,0.73,,,,,0.717452,,,,128.88555610889344,37.74280511552601
857,16000341000000036,신안군,HE0000147751,"신안 구굴도 바닷새류(뿔쇠오리, 바다제비, 슴새) 번식지","신안 구굴도 바닷새류(뿔쇠오리, 바다제비, 슴새) 번식지(천연기념물 제341호)",16,0003410000000,ADDR460000,ADD1469100,26282.23,,,,,26272.620628,,,,125.08170392951594,34.1177264389053
815,12000521000000037,영천시,HE0000145766,영천 숭렬당,영천 숭렬당(보물 제521호),12,0005210000000,ADDR470000,ADD1472300,205.55,,,,,205.470536,,,,128.92898936262696,35.96642959304883
816,12000825000000035,익산시,HE0000149145,익산 숭림사 보광전,익산 숭림사 보광전(보물 제825호),12,0008250000000,ADDR520000,ADD1521400,146.06,,,,,145.744586,,,,126.91558728890136,36.081797449415745
819,12000294000000038,함양군,HE0000148294,함양 승안사지 삼층석탑,함양 승안사지 삼층석탑(보물 제294호),12,0002940000000,ADDR480000,ADD1488700,2.84,,,,,2.837712,,,,127.79720668291449,35.57263500855038
821,12001324000000031,시흥시,HE0000146272,시흥 소래산 마애보살입상,시흥 소래산 마애보살입상(보물 제1324호),12,0013240000000,ADDR410000,ADD1413900,67.14,,,,,67.110184,,,,126.78097258772287,37.454138479408265
822,13000441000000031,시흥시,HE0000146419,시흥 오이도 유적,시흥 오이도 유적(사적 제441호),13,0004410000000,ADDR410000,ADD1413900,444781.47,,,,,444463.908274,,,,126.69424331756069,37.341969982456476
1584,13000322000000038,함양군,HE0000148846,함양 황석산성,함양 황석산성(사적 제322호),13,0003220000000,ADDR480000,ADD1488700,443893.56,,,,,443489.199643,,,,127.75170463982461,35.652007396757355
1586,12000209000000025,대덕구,HE0000147969,대전 회덕 동춘당,대전 회덕 동춘당(보물 제209호),12,0002090000000,ADDR300000,ADD1302300,88.19,,,,,88.111922,,,,127.4414620884259,36.36498664669875
1587,12000388000000031,양주시,HE0000145531,양주 회암사지 무학대사탑,양주 회암사지 무학대사탑(보물 제388호),12,0003880000000,ADDR410000,ADD1416300,9.99,,,,,10.014548,,,,127.10803572998192,37.849817838768615
1588,12000389000000031,양주시,HE0000146341,양주 회암사지 무학대사탑 앞 쌍사자 석등,양주 회암사지 무학대사탑 앞 쌍사자 석등(보물 제389호),12,0003890000000,ADDR410000,ADD1416300,0.99,,,,,0.962618,,,,127.10803225418157,37.849773877069396
1685,13000517000000037,경주시,HE0000148343,경주 진지왕릉,경주 진지왕릉(사적 제517호),13,0005170000000,ADDR470000,ADD1471300,740.68,,,,,740.683447,,,,129.18402711867517,35.82888018188479
1407,13000105000000034,금산군,HE0000147300,금산 칠백의총,금산 칠백의총(사적 제105호),13,0001050000000,ADDR440000,ADD1447100,104886.26,,,,,104797.706277,,,,127.49253258202806,36.13042019906818
1409,12001288000000036,여수시,HE0000148873,여수 타루비,여수 타루비(보물 제1288호),12,0012880000000,ADDR460000,ADD1461300,0.45,,,,,0.476128,,,,127.73892690834558,34.74002314558529
1412,12000749000000031,고양시,HE0000145959,고양 태고사 원증국사탑,고양 태고사 원증국사탑(보물 제749호),12,0007490000000,ADDR410000,ADD1412800,8.94,,,,,8.970676,,,,126.9791027057236,37.64580666335919
1413,12000611000000031,고양시,HE0000147993,고양 태고사 원증국사탑비,고양 태고사 원증국사탑비(보물 제611호),12,0006110000000,ADDR410000,ADD1412800,4.05,,,,,4.066957,,,,126.97864493978317,37.64556285513483
1414,12000554000000022,달성군,HE0000146631,달성 태고정,달성 태고정(보물 제554호),12,0005540000000,ADDR270000,ADD1277100,113.13,,,,,113.082802,,,,128.41738553398565,35.91168758650145
1492,13000152000000038,함양군,HE0000147765,함양 사근산성,함양 사근산성(사적 제152호),13,0001520000000,ADDR480000,ADD1488700,95811.63,,,,,95722.19734,,,,127.79334758335224,35.533820960403915
995,18000132000000033,영동군,HE0000148547,영동 소석고택,영동 소석고택(국가민속문화유산 제132호),18,0001320000000,ADDR430000,ADD1437400,3685.46,,,,,3682.038274,,,,127.71264611118774,36.21821493417385
999,12000564000000038,창녕군,HE0000148707,창녕 영산 만년교,창녕 영산 만년교(보물 제564호),12,0005640000000,ADDR480000,ADD1487400,67.89,,,,,68.151598,,,,128.5298253123016,35.453600560449495
1000,12001739000000038,창녕군,HE0000148982,창녕 영산 석빙고,창녕 영산 석빙고(보물 제1739호),12,0017390000000,ADDR480000,ADD1487400,3504.0,,,,,3537.782327,,,,128.53830892804336,35.45687264004862
1001,13000338000000036,영암군,HE0000148715,영암 구림리 요지,영암 구림리 요지(사적 제338호),13,0003380000000,ADDR460000,ADD1468300,3698.78,,,,,3695.822427,,,,126.62405805463524,34.75847891867433
1002,12000489000000038,합천군,HE0000146178,합천 영암사지 귀부,합천 영암사지 귀부(보물 제489호),12,0004890000000,ADDR480000,ADD1488900,11.53,,,,,11.514284,,,,128.0019551297303,35.47403293494438
1095,12000678000000037,청도군,HE0000145474,청도 운문사 동·서 삼층석탑,청도 운문사 동·서 삼층석탑(보물 제678호),12,0006780000000,ADDR470000,ADD1478200,19.83,,,,,19.805945,,,,128.95972803006953,35.66116592758171
1096,12000317000000037,청도군,HE0000145467,청도 운문사 석조여래좌상,청도 운문사 석조여래좌상(보물 제317호),12,0003170000000,ADDR470000,ADD1478200,0.33,,,,,0.329941,,,,128.96014896381965,35.66114562349387
1097,12000316000000037,청도군,HE0000145466,청도 운문사 원응국사비,청도 운문사 원응국사비(보물 제316호),12,0003160000000,ADDR470000,ADD1478200,1.97,,,,,1.99525,,,,128.96090764508483,35.66097439665032
1098,12000796000000036,화순군,HE0000148393,화순 운주사 구층석탑,화순 운주사 구층석탑(보물 제796호),12,0007960000000,ADDR460000,ADD1467900,23.81,,,,,23.76096,,,,126.879202933015,34.923295542067436
1099,12000797000000036,화순군,HE0000148394,화순 운주사 석조불감,화순 운주사 석조불감(보물 제797호),12,0007970000000,ADDR460000,ADD1467900,13.22,,,,,13.161701,,,,126.87994652801812,34.924782086307516
1183,13000189000000033,충주시,HE0000147470,충주 임충민공 충렬사,충주 임충민공 충렬사(사적 제189호),13,0001890000000,ADDR430000,ADD1431300,28842.44,,,,,28815.862061,,,,127.90456133786921,36.94616344063384
1184,12000162000000034,청양군,HE0000146624,청양 장곡사 상 대웅전,청양 장곡사 상 대웅전(보물 제162호),12,0001620000000,ADDR440000,ADD1447900,198.75,,,,,198.529814,,,,126.86028486841532,36.417638849442966
1185,12000181000000034,청양군,HE0000147889,청양 장곡사 하 대웅전,청양 장곡사 하 대웅전(보물 제181호),12,0001810000000,ADDR440000,ADD1447900,125.75,,,,,125.767343,,,,126.8597001289899,36.41742520047441
919,13000252000000011,중구,HE0000147079,서울 약현성당,서울 약현성당(사적 제252호),13,0002520000000,ADDR110000,ADD1111400,1308.75,,,,,1307.245809,,,,126.96743017249149,37.55917874967076
920,16000372000000032,양구군,HE0000147746,양구 개느삼 자생지,양구 개느삼 자생지(천연기념물 제372호),16,0003720000000,ADDR510000,ADD1518000,13200.76,,,,,13188.029821,,,,128.03262205230072,38.187576609680406
921,18000083000000037,경주시,HE0000147758,경주 양동마을 강학당,경주 양동마을 강학당(국가민속문화유산 제83호),18,0000830000000,ADDR470000,ADD1471300,785.03,,,,,783.868664,,,,129.2550228332432,35.99960934720447
1830,13000452000000023,인천광역시,,강화 외성,강화 외성(사적 제452호),13,0004520000000,ADDR280000,ADD1287100,249841.0,,,,,,,,,126.52029161873146,37.69142691574097
337,18000149000000035,남원시,HE0000147942,남원 몽심재 고택,남원 몽심재 고택(국가민속문화유산 제149호),18,0001490000000,ADDR520000,ADD1521900,2393.47,,,,,2391.542563,,,,127.37472494319478,35.337995447955095
410,12001347000000036,해남군,HE0000145004,해남 대흥사 서산대사탑,해남 대흥사 서산대사탑(보물 제1347호),12,0013470000000,ADDR460000,ADD1468200,1.52,,,,,1.51545,,,,126.61388572225647,34.4764974293062
1602,15000076000000032,영월군,HE0000148339,영월 선돌,영월 선돌(명승 제76호),15,0000760000000,ADDR510000,ADD1517500,244055.0,,,,,244054.998378,,,,128.4317845302427,37.203707021793726
1106,16000051000000037,울릉군,HE0000148589,울릉 도동 섬개야광나무와 섬댕강나무 군락,울릉 도동 섬개야광나무와 섬댕강나무 군락(천연기념물 제51호),16,0000510000000,ADDR470000,ADD1479400,49698.2,,,,,49625.209764,,,,130.90739682955567,37.48638823918739
1189,13000377000000036,장성군,HE0000149118,장성 대도리 백자 요지,장성 대도리 백자 요지(사적 제377호),13,0003770000000,ADDR460000,ADD1468800,6506.82,,,,,6502.582687,,,,126.59521834613003,35.236917621290175
928,18000080000000037,경주시,HE0000147755,경주 양동마을 수운정,경주 양동마을 수운정(국가민속문화유산 제80호),18,0000800000000,ADDR470000,ADD1471300,680.75,,,,,680.298307,,,,129.24970975594977,36.00410827100975
929,18000078000000037,경주시,HE0000148762,경주 양동마을 수졸당 고택,경주 양동마을 수졸당 고택(국가민속문화유산 제78호),18,0000780000000,ADDR470000,ADD1471300,4574.59,,,,,4568.712403,,,,129.25444559669702,36.00222340374848
1117,15000006000000037,울진군,HE0000147280,울진 불영사계곡 일원,울진 불영사계곡 일원(명승 제6호),15,0000060000000,ADDR470000,ADD1479300,18299064.0,,,,,17910879.470824,,,,129.29839939276363,36.95555772661386
924,18000077000000037,경주시,HE0000148761,경주 양동마을 두곡고택,경주 양동마을 두곡고택(국가민속문화유산 제77호),18,0000770000000,ADDR470000,ADD1471300,1873.91,,,,,1871.765494,,,,129.2561433668932,36.00133158382445
925,18000074000000037,경주시,HE0000148758,경주 양동마을 사호당 고택,경주 양동마을 사호당 고택(국가민속문화유산 제74호),18,0000740000000,ADDR470000,ADD1471300,1244.78,,,,,1243.412216,,,,129.25475962868765,36.00300900092259
926,18000075000000037,경주시,HE0000148759,경주 양동마을 상춘헌 고택,경주 양동마을 상춘헌 고택(국가민속문화유산 제75호),18,0000750000000,ADDR470000,ADD1471300,2478.09,,,,,2475.000691,,,,129.25511222361288,36.00276292244006
927,18000023000000037,경주시,HE0000148387,경주 양동마을 송첨종택,경주 양동마을 송첨종택(국가민속문화유산 제23호),18,0000230000000,ADDR470000,ADD1471300,4595.66,,,,,4590.066084,,,,129.2536004877225,36.003839549845445
930,18000081000000037,경주시,HE0000147756,경주 양동마을 심수정,경주 양동마을 심수정(국가민속문화유산 제81호),18,0000810000000,ADDR470000,ADD1471300,1280.81,,,,,1279.74451,,,,129.25500152645515,36.000176706925785
931,18000082000000037,경주시,HE0000147757,경주 양동마을 안락정,경주 양동마을 안락정(국가민속문화유산 제82호),18,0000820000000,ADDR470000,ADD1471300,655.5,,,,,654.667004,,,,129.25524112257656,35.99732770420381
1010,16000219000000032,영월군,HE0000147311,영월 고씨굴,영월 고씨굴(천연기념물 제219호),16,0002190000000,ADDR510000,ADD1517500,288687.5,,,,,288381.509174,,,,128.53155189032722,37.1260301176516
1012,12000822000000031,이천시,HE0000149142,이천 영월암 마애여래입상,이천 영월암 마애여래입상(보물 제822호),12,0008220000000,ADDR410000,ADD1415000,29.52,,,,,29.520135,,,,127.41525373030912,37.2817428438219
1013,15000014000000032,영월군,HE0000145507,영월 어라연 일원,영월 어라연 일원(명승 제14호),15,0000140000000,ADDR510000,ADD1517500,1696908.0,,,,,1695094.915756,,,,128.53716881158584,37.24162589490655
1015,15000050000000032,영월군,HE0000146693,영월 청령포,영월 청령포(명승 제50호),15,0000500000000,ADDR510000,ADD1517500,204602.0,,,,,204393.213929,,,,128.4440269452318,37.17513026136555
1016,12000612000000032,영월군,HE0000147994,영월 흥녕사지 징효대사탑비,영월 흥녕사지 징효대사탑비(보물 제612호),12,0006120000000,ADDR510000,ADD1517500,2.98,,,,,2.967216,,,,128.26041591304082,37.37242845613063
1017,13000033000000011,서대문구,HE0000147413,서울 영은문 주초,서울 영은문 주초(사적 제33호),13,0000330000000,ADDR110000,ADD1114100,1097.85,,,,,1096.870966,,,,126.95955749436112,37.57220415436919
1107,16000237000000037,울릉군,HE0000148813,울릉 사동 흑비둘기 서식지,울릉 사동 흑비둘기 서식지(천연기념물 제237호),16,0002370000000,ADDR470000,ADD1479400,2831.03,,,,,2826.746251,,,,130.89275762932033,37.47887006957897
1109,16000050000000037,울릉군,HE0000148588,울릉 태하동 솔송나무·섬잣나무·너도밤나무 군락,울릉 태하동 솔송나무·섬잣나무·너도밤나무 군락(천연기념물 제50호),16,0000500000000,ADDR470000,ADD1479400,172164.78,,,,,171906.539286,,,,130.82675507722274,37.49832211761578
1111,11000285000000026,울주군,HE0000145814,울주 대곡리 반구대 암각화,울주 대곡리 반구대 암각화(국보 제285호),11,0002850000000,ADDR310000,ADD1317100,427.47,,,,,426.892274,,,,129.17784791378912,35.60386377317833
1192,13000384000000036,장성군,HE0000148737,장성 입암산성,장성 입암산성(사적 제384호),13,0003840000000,ADDR460000,ADD1468800,1367103.2,,,,,1366115.543058,,,,126.82742117105374,35.47936057950089
1193,12000272000000035,장수군,HE0000146897,장수향교 대성전,장수향교 대성전(보물 제272호),12,0002720000000,ADDR520000,ADD1527400,199.25,,,,,199.235756,,,,127.52323770769556,35.64850013146843
1194,12000677000000037,청도군,HE0000145473,청도 장연사지 동·서 삼층석탑,청도 장연사지 동·서 삼층석탑(보물 제677호),12,0006770000000,ADDR470000,ADD1478200,15.33,,,,,15.31171,,,,128.85440436670598,35.63438315192286
1195,12000235000000011,종로구,HE0000149127,서울 장의사지 당간지주,서울 장의사지 당간지주(보물 제235호),12,0002350000000,ADDR110000,ADD1111100,0.78,,,,,0.779192,,,,126.96121899453762,37.60269958143621
932,18000079000000037,경주시,HE0000147754,경주 양동마을 이향정 고택,경주 양동마을 이향정 고택(국가민속문화유산 제79호),18,0000790000000,ADDR470000,ADD1471300,3453.69,,,,,3449.465608,,,,129.25444851904737,35.999102693894734
